VQ1s,,,VQ2s,,,VQ3s,,,VQ4s,,,VQ5s,,,VQ6s,,,VQ7s,,,RQ1s,,,RQ2s,,,RQ3s,,,RQ4s,,,RQ5s,,,RQ6s,,,MQ1s,,,MQ2s,,,MQ3s,,,MQ4s,,,MQ5s,,,MQ6s,,,,,,
4,,,3,,,3,,,2,,,4,,,4,,,4,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,2,,,4,,,4,,,4,,,1,,,,69,,
4,,,1,,,2,,,1,,,3,,,4,,,5,,,1,,,1,,,3,,,2,,,3,,,5,,,2,,,3,,,4,,,3,,,4,,,3,,,,54,,
4,,,1,,,2,,,2,,,3,,,4,,,1,,,1,,,3,,,3,,,2,,,3,,,3,,,3,,,3,,,4,,,4,,,4,,,1,,,,51,,
4,,,2,,,3,,,1,,,4,,,3,,,2,,,3,,,4,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,4,,,2,,,4,,,,64,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,3,,,4,,,3,,,5,,,3,,,5,,,2,,,1,,,3,,,3,,,3,,,4,,,,46,,
4,,,3,,,3,,,4,,,3,,,4,,,3,,,2,,,4,,,4,,,4,,,4,,,3,,,4,,,3,,,3,,,4,,,3,,,1,,,,63,,
3,,,3,,,3,,,2,,,3,,,4,,,3,,,1,,,2,,,3,,,4,,,2,,,3,,,4,,,3,,,3,,,3,,,5,,,4,,,,58,,
4,,,3,,,3,,,1,,,3,,,3,,,3,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,3,,,4,,,1,,,,64,,
4,,,3,,,3,,,1,,,3,,,3,,,2,,,2,,,4,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,2,,,4,,,3,,,,63,,
4,,,3,,,3,,,2,,,3,,,3,,,3,,,-1,,,4,,,3,,,2,,,1,,,4,,,4,,,1,,,4,,,4,,,3,,,4,,,,54,,
4,,,3,,,3,,,3,,,4,,,4,,,5,,,-1,,,5,,,4,,,2,,,3,,,3,,,2,,,3,,,3,,,4,,,2,,,3,,,,59,,
3,,,1,,,3,,,1,,,2,,,3,,,3,,,1,,,2,,,1,,,0,,,2,,,0,,,4,,,3,,,3,,,5,,,4,,,3,,,,44,,
4,,,2,,,3,,,1,,,3,,,2,,,4,,,3,,,5,,,3,,,5,,,3,,,5,,,4,,,3,,,4,,,4,,,4,,,5,,,,67,,
4,,,3,,,3,,,3,,,3,,,3,,,4,,,3,,,4,,,4,,,4,,,3,,,5,,,4,,,3,,,4,,,4,,,5,,,2,,,,68,,
4,,,3,,,3,,,3,,,4,,,4,,,1,,,-1,,,1,,,1,,,0,,,1,,,1,,,3,,,2,,,3,,,5,,,2,,,4,,,,44,,
4,,,2,,,3,,,2,,,2,,,3,,,2,,,3,,,4,,,4,,,5,,,3,,,4,,,4,,,3,,,4,,,3,,,3,,,1,,,,59,,
4,,,0,,,2,,,2,,,2,,,4,,,2,,,-1,,,1,,,1,,,1,,,-1,,,1,,,3,,,0,,,3,,,4,,,2,,,0,,,,30,,
4,,,3,,,4,,,1,,,3,,,4,,,2,,,0,,,4,,,4,,,5,,,4,,,4,,,2,,,2,,,4,,,5,,,4,,,5,,,,64,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,2,,,3,,,4,,,5,,,5,,,5,,,,35,,
3,,,1,,,4,,,3,,,3,,,2,,,4,,,3,,,5,,,4,,,5,,,4,,,4,,,4,,,3,,,4,,,4,,,4,,,5,,,,69,,
4,,,2,,,3,,,1,,,3,,,4,,,4,,,1,,,1,,,4,,,2,,,4,,,4,,,4,,,2,,,2,,,4,,,3,,,3,,,,55,,
4,,,3,,,4,,,1,,,3,,,3,,,2,,,0,,,2,,,4,,,4,,,4,,,1,,,4,,,3,,,3,,,4,,,4,,,2,,,,55,,
4,,,2,,,3,,,1,,,2,,,3,,,2,,,1,,,1,,,-2,,,1,,,3,,,-1,,,3,,,3,,,4,,,5,,,5,,,4,,,,44,,
4,,,2,,,3,,,1,,,4,,,3,,,3,,,1,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,4,,,5,,,4,,,,68,,
-1,,,-1,,,-1,,,-1,,,1,,,-1,,,0,,,-4,,,-2,,,-4,,,-2,,,-4,,,-2,,,-4,,,-4,,,-3,,,-3,,,-3,,,-2,,,,-41,,
2,,,2,,,3,,,0,,,1,,,2,,,3,,,1,,,-1,,,1,,,1,,,1,,,0,,,4,,,3,,,3,,,4,,,3,,,4,,,,37,,
4,,,3,,,4,,,1,,,3,,,3,,,3,,,-1,,,4,,,1,,,1,,,-1,,,-2,,,3,,,3,,,4,,,3,,,4,,,3,,,,43,,
3,,,1,,,3,,,3,,,2,,,3,,,3,,,1,,,2,,,4,,,1,,,4,,,5,,,4,,,1,,,3,,,4,,,4,,,3,,,,54,,
2,,,2,,,3,,,2,,,2,,,1,,,3,,,-1,,,2,,,-2,,,2,,,1,,,0,,,2,,,2,,,-1,,,3,,,4,,,1,,,,28,,
4,,,2,,,2,,,2,,,3,,,2,,,3,,,0,,,4,,,4,,,4,,,3,,,5,,,4,,,3,,,4,,,5,,,4,,,4,,,,62,,
4,,,1,,,2,,,2,,,3,,,4,,,5,,,-1,,,4,,,1,,,4,,,1,,,3,,,3,,,2,,,3,,,3,,,1,,,2,,,,47,,
4,,,2,,,3,,,3,,,3,,,3,,,2,,,1,,,1,,,1,,,1,,,1,,,2,,,3,,,2,,,4,,,5,,,4,,,2,,,,47,,
4,,,2,,,3,,,1,,,3,,,3,,,3,,,2,,,2,,,3,,,3,,,4,,,4,,,4,,,2,,,4,,,4,,,4,,,2,,,,57,,
4,,,2,,,4,,,4,,,3,,,4,,,2,,,1,,,4,,,4,,,3,,,4,,,4,,,3,,,3,,,1,,,4,,,2,,,3,,,,59,,
4,,,3,,,3,,,3,,,1,,,3,,,3,,,-1,,,1,,,1,,,3,,,1,,,3,,,4,,,3,,,4,,,3,,,1,,,1,,,,44,,
4,,,2,,,3,,,3,,,3,,,3,,,3,,,-1,,,3,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,3,,,4,,,4,,,,62,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,3,,,-1,,,1,,,4,,,0,,,0,,,,18,,
3,,,1,,,3,,,2,,,2,,,2,,,2,,,-1,,,3,,,3,,,3,,,-2,,,3,,,4,,,3,,,4,,,4,,,4,,,4,,,,47,,
1,,,1,,,2,,,1,,,1,,,1,,,2,,,1,,,2,,,1,,,3,,,4,,,4,,,4,,,3,,,3,,,3,,,3,,,1,,,,41,,
1,,,1,,,1,,,-1,,,1,,,1,,,1,,,3,,,5,,,4,,,4,,,4,,,5,,,3,,,3,,,4,,,4,,,3,,,4,,,,51,,
4,,,1,,,3,,,2,,,2,,,3,,,2,,,3,,,5,,,4,,,5,,,4,,,5,,,3,,,3,,,0,,,0,,,0,,,0,,,,49,,
4,,,1,,,1,,,2,,,3,,,2,,,3,,,3,,,5,,,3,,,5,,,4,,,4,,,3,,,3,,,4,,,5,,,5,,,4,,,,64,,
4,,,3,,,4,,,1,,,3,,,4,,,4,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,4,,,4,,,3,,,,71,,
4,,,1,,,3,,,1,,,3,,,2,,,3,,,-1,,,1,,,1,,,2,,,1,,,1,,,4,,,3,,,3,,,4,,,5,,,4,,,,45,,
3,,,2,,,4,,,2,,,0,,,3,,,3,,,3,,,5,,,4,,,5,,,4,,,4,,,4,,,3,,,4,,,5,,,5,,,4,,,,67,,
3,,,1,,,2,,,2,,,3,,,2,,,2,,,1,,,1,,,4,,,0,,,3,,,3,,,2,,,3,,,1,,,5,,,2,,,2,,,,42,,
4,,,2,,,2,,,2,,,4,,,4,,,1,,,2,,,5,,,4,,,4,,,4,,,4,,,4,,,3,,,4,,,5,,,4,,,3,,,,65,,
3,,,1,,,2,,,2,,,0,,,3,,,2,,,-1,,,1,,,-1,,,3,,,1,,,2,,,4,,,3,,,3,,,4,,,4,,,3,,,,39,,
4,,,2,,,2,,,2,,,4,,,3,,,2,,,-1,,,2,,,1,,,1,,,1,,,3,,,4,,,3,,,4,,,5,,,5,,,4,,,,51,,
3,,,1,,,4,,,2,,,2,,,5,,,1,,,2,,,5,,,4,,,5,,,4,,,5,,,2,,,2,,,4,,,4,,,3,,,5,,,,63,,
1,,,1,,,1,,,1,,,1,,,2,,,4,,,1,,,3,,,2,,,1,,,3,,,1,,,0,,,-1,,,3,,,3,,,3,,,4,,,,34,,
4,,,2,,,3,,,2,,,2,,,3,,,4,,,2,,,3,,,3,,,2,,,3,,,2,,,4,,,3,,,3,,,3,,,4,,,4,,,,56,,
1,,,1,,,-1,,,1,,,1,,,1,,,1,,,0,,,0,,,0,,,4,,,1,,,2,,,4,,,3,,,3,,,3,,,3,,,3,,,,31,,
1,,,2,,,3,,,2,,,1,,,2,,,3,,,-1,,,4,,,2,,,0,,,1,,,5,,,4,,,3,,,3,,,3,,,4,,,1,,,,43,,
4,,,3,,,3,,,3,,,3,,,3,,,3,,,3,,,2,,,4,,,3,,,3,,,3,,,4,,,3,,,3,,,3,,,3,,,3,,,,59,,
4,,,3,,,4,,,2,,,3,,,5,,,4,,,3,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,4,,,1,,,4,,,,69,,
3,,,1,,,1,,,1,,,1,,,2,,,4,,,-1,,,1,,,1,,,1,,,1,,,1,,,3,,,2,,,3,,,3,,,2,,,1,,,,31,,
4,,,3,,,3,,,3,,,4,,,4,,,4,,,3,,,5,,,4,,,4,,,3,,,3,,,4,,,3,,,3,,,3,,,5,,,5,,,,70,,
4,,,2,,,1,,,2,,,1,,,3,,,3,,,1,,,5,,,4,,,4,,,4,,,5,,,4,,,3,,,3,,,4,,,3,,,3,,,,59,,
3,,,2,,,3,,,0,,,3,,,4,,,2,,,1,,,3,,,3,,,2,,,4,,,5,,,4,,,3,,,4,,,4,,,4,,,4,,,,58,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,3,,,3,,,3,,,3,,,,32,,
4,,,2,,,3,,,3,,,3,,,3,,,2,,,1,,,2,,,1,,,2,,,1,,,3,,,3,,,3,,,4,,,4,,,4,,,3,,,,51,,
4,,,1,,,3,,,1,,,3,,,3,,,3,,,3,,,5,,,1,,,4,,,3,,,5,,,4,,,2,,,4,,,3,,,5,,,4,,,,61,,
3,,,0,,,2,,,2,,,0,,,0,,,2,,,-3,,,0,,,1,,,3,,,2,,,3,,,1,,,1,,,4,,,4,,,2,,,2,,,,29,,
4,,,1,,,2,,,3,,,2,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,2,,,2,,,4,,,4,,,3,,,,41,,
4,,,3,,,3,,,2,,,2,,,2,,,2,,,-1,,,0,,,1,,,2,,,0,,,0,,,4,,,3,,,4,,,3,,,3,,,4,,,,41,,
4,,,2,,,4,,,0,,,2,,,4,,,3,,,0,,,2,,,-1,,,0,,,2,,,1,,,4,,,3,,,4,,,4,,,4,,,3,,,,45,,
4,,,2,,,3,,,1,,,1,,,3,,,4,,,-1,,,1,,,3,,,3,,,4,,,4,,,3,,,2,,,4,,,5,,,5,,,5,,,,56,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,3,,,4,,,3,,,4,,,2,,,5,,,4,,,3,,,3,,,5,,,4,,,4,,,,51,,
3,,,3,,,4,,,2,,,3,,,3,,,3,,,-1,,,1,,,-1,,,1,,,-1,,,-1,,,4,,,2,,,3,,,4,,,3,,,0,,,,35,,
3,,,2,,,3,,,3,,,3,,,3,,,3,,,0,,,3,,,4,,,1,,,3,,,3,,,3,,,2,,,4,,,5,,,4,,,3,,,,55,,
4,,,-1,,,3,,,2,,,1,,,3,,,1,,,0,,,2,,,-1,,,1,,,0,,,0,,,2,,,2,,,0,,,4,,,5,,,4,,,,32,,
3,,,2,,,2,,,2,,,2,,,4,,,3,,,1,,,1,,,1,,,1,,,-1,,,1,,,4,,,3,,,4,,,5,,,4,,,5,,,,47,,
1,,,2,,,1,,,2,,,-1,,,1,,,1,,,0,,,3,,,-1,,,0,,,2,,,4,,,4,,,3,,,4,,,5,,,4,,,5,,,,40,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,4,,,5,,,5,,,3,,,,37,,
4,,,1,,,3,,,2,,,-1,,,3,,,3,,,0,,,4,,,4,,,3,,,3,,,4,,,4,,,3,,,3,,,4,,,4,,,3,,,,54,,
3,,,2,,,2,,,2,,,2,,,2,,,2,,,0,,,2,,,2,,,2,,,1,,,1,,,4,,,3,,,4,,,4,,,2,,,1,,,,41,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,4,,,3,,,4,,,4,,,1,,,2,,,,29,,
4,,,1,,,3,,,0,,,3,,,4,,,3,,,-1,,,-2,,,1,,,2,,,1,,,0,,,4,,,3,,,4,,,4,,,4,,,3,,,,41,,
2,,,2,,,2,,,2,,,1,,,2,,,3,,,0,,,5,,,3,,,3,,,3,,,4,,,4,,,2,,,3,,,5,,,4,,,3,,,,53,,
2,,,2,,,3,,,1,,,1,,,3,,,3,,,-1,,,4,,,0,,,1,,,4,,,4,,,4,,,3,,,4,,,3,,,4,,,3,,,,48,,
2,,,2,,,2,,,2,,,2,,,2,,,2,,,1,,,1,,,-1,,,3,,,1,,,2,,,2,,,3,,,4,,,3,,,4,,,2,,,,39,,
3,,,1,,,2,,,1,,,2,,,3,,,2,,,0,,,4,,,4,,,3,,,1,,,4,,,4,,,3,,,3,,,4,,,5,,,3,,,,52,,
4,,,1,,,3,,,2,,,3,,,4,,,4,,,3,,,2,,,3,,,4,,,3,,,5,,,4,,,3,,,3,,,3,,,4,,,3,,,,61,,
3,,,2,,,3,,,2,,,0,,,3,,,2,,,3,,,4,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,3,,,4,,,2,,,,59,,
3,,,1,,,2,,,1,,,1,,,2,,,2,,,1,,,2,,,2,,,2,,,1,,,2,,,4,,,3,,,4,,,4,,,4,,,4,,,,45,,
3,,,3,,,2,,,2,,,2,,,1,,,2,,,1,,,5,,,4,,,4,,,4,,,1,,,4,,,3,,,4,,,3,,,2,,,3,,,,53,,
2,,,0,,,2,,,2,,,1,,,2,,,2,,,1,,,2,,,1,,,2,,,2,,,0,,,4,,,2,,,4,,,4,,,5,,,3,,,,41,,
4,,,2,,,3,,,2,,,3,,,3,,,2,,,3,,,5,,,4,,,5,,,3,,,5,,,4,,,3,,,4,,,4,,,4,,,4,,,,67,,
4,,,2,,,3,,,4,,,3,,,3,,,4,,,3,,,5,,,4,,,3,,,4,,,4,,,4,,,3,,,4,,,5,,,5,,,4,,,,71,,
4,,,2,,,3,,,2,,,4,,,3,,,5,,,2,,,5,,,3,,,1,,,4,,,5,,,4,,,3,,,4,,,3,,,3,,,1,,,,61,,
2,,,2,,,2,,,2,,,2,,,3,,,1,,,1,,,1,,,-1,,,2,,,3,,,3,,,4,,,3,,,3,,,5,,,5,,,4,,,,47,,
4,,,1,,,3,,,2,,,1,,,2,,,4,,,-1,,,1,,,0,,,2,,,1,,,-1,,,3,,,2,,,3,,,3,,,3,,,3,,,,36,,
1,,,1,,,1,,,1,,,1,,,1,,,2,,,1,,,3,,,1,,,3,,,1,,,2,,,4,,,3,,,4,,,3,,,5,,,4,,,,42,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,0,,,1,,,4,,,3,,,4,,,4,,,4,,,5,,,,34,,
4,,,1,,,2,,,1,,,1,,,2,,,4,,,1,,,2,,,3,,,3,,,0,,,2,,,4,,,2,,,4,,,5,,,2,,,4,,,,47,,
4,,,2,,,3,,,2,,,3,,,3,,,2,,,3,,,5,,,4,,,4,,,2,,,5,,,4,,,3,,,4,,,5,,,4,,,2,,,,64,,
4,,,3,,,1,,,2,,,1,,,4,,,3,,,0,,,1,,,2,,,3,,,4,,,2,,,4,,,3,,,4,,,4,,,3,,,2,,,,50,,
4,,,2,,,3,,,2,,,2,,,4,,,3,,,-1,,,3,,,1,,,2,,,1,,,3,,,4,,,3,,,4,,,5,,,3,,,3,,,,51,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,-1,,,1,,,3,,,1,,,4,,,4,,,3,,,4,,,,28,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,4,,,2,,,3,,,4,,,1,,,3,,,,28,,
4,,,1,,,3,,,4,,,4,,,4,,,3,,,1,,,3,,,3,,,3,,,4,,,4,,,4,,,3,,,4,,,5,,,4,,,3,,,,64,,
4,,,1,,,3,,,3,,,2,,,2,,,2,,,-1,,,-1,,,-1,,,1,,,1,,,1,,,4,,,3,,,4,,,2,,,4,,,4,,,,38,,
4,,,2,,,3,,,3,,,3,,,3,,,2,,,2,,,4,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,3,,,3,,,2,,,,62,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,4,,,3,,,2,,,4,,,4,,,2,,,,30,,
4,,,2,,,3,,,3,,,3,,,3,,,2,,,2,,,5,,,4,,,4,,,4,,,2,,,4,,,3,,,4,,,4,,,5,,,3,,,,64,,
4,,,1,,,3,,,3,,,3,,,3,,,2,,,-1,,,3,,,2,,,3,,,4,,,3,,,2,,,2,,,4,,,4,,,3,,,2,,,,50,,
4,,,3,,,3,,,1,,,3,,,3,,,3,,,1,,,2,,,3,,,1,,,1,,,3,,,4,,,3,,,4,,,3,,,3,,,4,,,,52,,
4,,,3,,,4,,,2,,,4,,,3,,,5,,,-2,,,3,,,1,,,3,,,1,,,3,,,3,,,3,,,4,,,4,,,4,,,3,,,,55,,
4,,,1,,,3,,,3,,,4,,,3,,,2,,,3,,,4,,,4,,,4,,,4,,,4,,,4,,,3,,,4,,,5,,,3,,,4,,,,66,,
4,,,3,,,2,,,3,,,2,,,3,,,2,,,2,,,5,,,4,,,5,,,4,,,4,,,4,,,3,,,4,,,2,,,4,,,3,,,,63,,
4,,,2,,,2,,,2,,,1,,,3,,,1,,,1,,,5,,,3,,,3,,,4,,,5,,,4,,,3,,,4,,,4,,,5,,,2,,,,58,,
4,,,1,,,3,,,2,,,3,,,3,,,3,,,1,,,1,,,3,,,2,,,3,,,1,,,4,,,3,,,3,,,4,,,5,,,3,,,,52,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,0,,,2,,,1,,,4,,,3,,,3,,,4,,,4,,,3,,,2,,,,36,,
4,,,2,,,3,,,2,,,3,,,4,,,2,,,2,,,3,,,4,,,2,,,2,,,4,,,4,,,3,,,4,,,4,,,3,,,2,,,,57,,
3,,,2,,,2,,,3,,,3,,,3,,,2,,,1,,,2,,,3,,,2,,,4,,,5,,,4,,,3,,,3,,,2,,,0,,,3,,,,50,,
4,,,1,,,3,,,2,,,4,,,3,,,1,,,1,,,0,,,0,,,0,,,0,,,0,,,3,,,3,,,4,,,4,,,3,,,4,,,,40,,
4,,,2,,,2,,,2,,,3,,,4,,,4,,,3,,,2,,,2,,,3,,,3,,,3,,,4,,,3,,,4,,,5,,,4,,,4,,,,61,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,2,,,-2,,,3,,,4,,,3,,,3,,,,24,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,0,,,0,,,0,,,2,,,3,,,3,,,3,,,3,,,4,,,,26,,
3,,,2,,,-1,,,1,,,0,,,3,,,1,,,1,,,1,,,2,,,1,,,1,,,1,,,3,,,3,,,4,,,5,,,4,,,5,,,,40,,
4,,,3,,,1,,,3,,,3,,,3,,,3,,,1,,,3,,,4,,,2,,,3,,,5,,,4,,,3,,,4,,,4,,,5,,,5,,,,63,,
3,,,2,,,3,,,4,,,3,,,4,,,4,,,-1,,,2,,,1,,,1,,,1,,,2,,,3,,,1,,,2,,,3,,,2,,,1,,,,41,,
4,,,2,,,1,,,2,,,3,,,3,,,3,,,0,,,3,,,3,,,5,,,4,,,4,,,3,,,0,,,3,,,1,,,2,,,1,,,,47,,
4,,,-2,,,2,,,2,,,4,,,3,,,3,,,0,,,2,,,1,,,3,,,2,,,0,,,3,,,3,,,3,,,3,,,3,,,3,,,,42,,
4,,,1,,,3,,,2,,,3,,,3,,,2,,,1,,,3,,,1,,,0,,,3,,,2,,,4,,,3,,,4,,,3,,,2,,,4,,,,48,,
4,,,3,,,3,,,2,,,3,,,4,,,3,,,1,,,3,,,3,,,-1,,,3,,,-1,,,4,,,2,,,4,,,3,,,4,,,4,,,,51,,
3,,,3,,,3,,,1,,,2,,,3,,,1,,,1,,,2,,,2,,,2,,,2,,,2,,,2,,,0,,,2,,,3,,,2,,,1,,,,37,,
3,,,2,,,3,,,1,,,3,,,3,,,2,,,2,,,4,,,4,,,3,,,3,,,5,,,4,,,2,,,4,,,4,,,4,,,2,,,,58,,
2,,,1,,,2,,,2,,,1,,,2,,,1,,,-2,,,-1,,,-1,,,1,,,1,,,0,,,3,,,2,,,4,,,5,,,4,,,4,,,,31,,
4,,,1,,,3,,,3,,,3,,,3,,,3,,,-1,,,1,,,1,,,2,,,-1,,,2,,,0,,,0,,,3,,,2,,,3,,,0,,,,32,,
3,,,3,,,3,,,4,,,3,,,4,,,3,,,3,,,5,,,4,,,5,,,4,,,3,,,4,,,2,,,4,,,5,,,5,,,3,,,,70,,
4,,,2,,,3,,,1,,,2,,,3,,,2,,,0,,,2,,,1,,,3,,,2,,,3,,,4,,,1,,,4,,,3,,,3,,,2,,,,45,,
4,,,-2,,,4,,,2,,,1,,,4,,,2,,,0,,,2,,,1,,,2,,,1,,,2,,,1,,,2,,,4,,,5,,,4,,,4,,,,43,,
4,,,2,,,3,,,2,,,3,,,3,,,3,,,1,,,3,,,3,,,4,,,4,,,-1,,,4,,,3,,,4,,,3,,,5,,,3,,,,56,,
4,,,1,,,2,,,3,,,2,,,0,,,2,,,3,,,3,,,4,,,3,,,4,,,5,,,3,,,1,,,3,,,4,,,1,,,1,,,,49,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,4,,,2,,,3,,,3,,,3,,,0,,,,26,,
4,,,3,,,3,,,2,,,4,,,4,,,4,,,0,,,4,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,4,,,4,,,4,,,,67,,
4,,,2,,,4,,,2,,,4,,,4,,,2,,,3,,,1,,,2,,,3,,,4,,,3,,,4,,,3,,,4,,,4,,,5,,,3,,,,61,,
4,,,3,,,3,,,2,,,3,,,4,,,4,,,2,,,4,,,1,,,2,,,3,,,3,,,3,,,3,,,4,,,3,,,3,,,1,,,,55,,
4,,,2,,,3,,,2,,,3,,,3,,,2,,,3,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,4,,,5,,,5,,,,68,,
4,,,2,,,3,,,2,,,3,,,4,,,3,,,3,,,5,,,4,,,4,,,4,,,5,,,3,,,3,,,4,,,3,,,4,,,3,,,,66,,
1,,,-1,,,1,,,1,,,1,,,2,,,1,,,-1,,,-2,,,1,,,4,,,1,,,3,,,4,,,3,,,4,,,4,,,4,,,0,,,,31,,
4,,,1,,,2,,,3,,,1,,,2,,,2,,,3,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,5,,,5,,,5,,,,65,,
4,,,2,,,2,,,3,,,3,,,3,,,2,,,-1,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,4,,,4,,,3,,,,62,,
3,,,1,,,3,,,2,,,3,,,3,,,2,,,0,,,2,,,1,,,2,,,2,,,-1,,,4,,,3,,,4,,,4,,,5,,,4,,,,47,,
3,,,2,,,3,,,3,,,4,,,4,,,4,,,2,,,3,,,4,,,4,,,1,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,,65,,
3,,,2,,,4,,,2,,,2,,,1,,,4,,,1,,,2,,,0,,,3,,,0,,,0,,,4,,,3,,,3,,,3,,,2,,,2,,,,41,,
4,,,2,,,4,,,3,,,2,,,3,,,3,,,-2,,,2,,,-1,,,3,,,1,,,4,,,4,,,3,,,3,,,5,,,3,,,2,,,,48,,
4,,,3,,,4,,,2,,,4,,,5,,,4,,,1,,,4,,,3,,,4,,,4,,,5,,,4,,,3,,,2,,,2,,,1,,,3,,,,62,,
4,,,2,,,3,,,1,,,3,,,3,,,3,,,0,,,1,,,0,,,4,,,1,,,4,,,3,,,2,,,3,,,4,,,4,,,-1,,,,44,,
4,,,2,,,3,,,4,,,3,,,3,,,2,,,0,,,4,,,3,,,3,,,1,,,1,,,2,,,0,,,3,,,4,,,3,,,4,,,,49,,
4,,,3,,,3,,,3,,,3,,,4,,,4,,,2,,,3,,,4,,,3,,,0,,,4,,,4,,,3,,,3,,,4,,,3,,,2,,,,59,,
4,,,1,,,0,,,3,,,3,,,4,,,4,,,-1,,,-1,,,-1,,,1,,,-1,,,-1,,,2,,,1,,,4,,,3,,,3,,,0,,,,28,,
3,,,3,,,4,,,3,,,3,,,3,,,3,,,1,,,4,,,4,,,4,,,4,,,4,,,4,,,3,,,3,,,5,,,3,,,4,,,,65,,
3,,,-1,,,2,,,2,,,2,,,3,,,3,,,-2,,,2,,,1,,,3,,,1,,,2,,,3,,,3,,,4,,,4,,,4,,,4,,,,43,,
4,,,1,,,3,,,1,,,3,,,3,,,3,,,2,,,4,,,4,,,5,,,4,,,3,,,4,,,3,,,4,,,5,,,4,,,4,,,,64,,
4,,,2,,,3,,,1,,,3,,,3,,,2,,,3,,,5,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,3,,,5,,,3,,,,65,,
3,,,1,,,3,,,2,,,3,,,4,,,3,,,-1,,,2,,,1,,,1,,,1,,,2,,,4,,,3,,,4,,,5,,,5,,,5,,,,51,,
3,,,1,,,3,,,2,,,3,,,3,,,3,,,1,,,1,,,-1,,,0,,,4,,,0,,,3,,,3,,,4,,,4,,,4,,,5,,,,46,,
4,,,0,,,2,,,1,,,1,,,3,,,2,,,2,,,5,,,3,,,2,,,3,,,3,,,3,,,2,,,1,,,3,,,1,,,1,,,,42,,
4,,,1,,,3,,,4,,,2,,,3,,,4,,,1,,,5,,,0,,,2,,,2,,,1,,,3,,,2,,,4,,,4,,,2,,,3,,,,50,,
3,,,3,,,3,,,2,,,-2,,,3,,,3,,,-1,,,-1,,,0,,,1,,,-2,,,3,,,4,,,3,,,4,,,3,,,3,,,3,,,,35,,
4,,,1,,,2,,,2,,,2,,,4,,,3,,,2,,,5,,,4,,,5,,,3,,,5,,,4,,,1,,,4,,,4,,,5,,,2,,,,62,,
4,,,2,,,3,,,2,,,4,,,4,,,4,,,2,,,2,,,3,,,3,,,3,,,3,,,3,,,1,,,3,,,5,,,5,,,3,,,,59,,
3,,,1,,,2,,,1,,,0,,,2,,,2,,,-5,,,1,,,1,,,2,,,0,,,2,,,2,,,2,,,3,,,3,,,3,,,1,,,,26,,
3,,,2,,,2,,,0,,,2,,,4,,,3,,,3,,,5,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,5,,,3,,,4,,,,64,,
2,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,2,,,1,,,3,,,1,,,0,,,0,,,0,,,1,,,3,,,3,,,3,,,,24,,
3,,,2,,,3,,,2,,,3,,,4,,,2,,,1,,,0,,,4,,,4,,,4,,,-2,,,4,,,3,,,4,,,3,,,3,,,2,,,,49,,
