VQ1s,,,VQ2s,,,VQ3s,,,VQ4s,,,VQ5s,,,VQ6s,,,VQ7s,,,RQ1s,,,RQ2s,,,RQ3s,,,RQ4s,,,RQ5s,,,RQ6s,,,MQ1s,,,MQ2s,,,MQ3s,,,MQ4s,,,MQ5s,,,MQ6s,,,,,,
1,,,1,,,1,,,2,,,2,,,3,,,2,,,0,,,4,,,3,,,1,,,4,,,4,,,3,,,3,,,3,,,5,,,4,,,2,,,,48,,
4,,,0,,,2,,,2,,,2,,,3,,,2,,,-1,,,2,,,3,,,3,,,2,,,2,,,3,,,2,,,3,,,3,,,3,,,1,,,,41,,
2,,,2,,,1,,,1,,,1,,,1,,,2,,,1,,,2,,,-1,,,2,,,1,,,-1,,,4,,,3,,,4,,,4,,,5,,,5,,,,39,,
3,,,1,,,3,,,3,,,4,,,3,,,3,,,-2,,,-1,,,1,,,2,,,2,,,1,,,1,,,3,,,4,,,5,,,4,,,5,,,,45,,
3,,,1,,,3,,,2,,,3,,,3,,,3,,,3,,,4,,,4,,,4,,,4,,,5,,,4,,,2,,,4,,,4,,,4,,,3,,,,63,,
2,,,1,,,2,,,3,,,2,,,3,,,2,,,-3,,,3,,,0,,,1,,,3,,,1,,,3,,,3,,,3,,,3,,,3,,,2,,,,37,,
2,,,2,,,3,,,2,,,0,,,2,,,1,,,-1,,,4,,,1,,,2,,,1,,,2,,,4,,,3,,,3,,,5,,,5,,,4,,,,45,,
4,,,3,,,3,,,2,,,3,,,4,,,2,,,2,,,4,,,3,,,3,,,3,,,3,,,4,,,3,,,4,,,4,,,5,,,3,,,,62,,
4,,,2,,,3,,,2,,,2,,,3,,,4,,,2,,,5,,,3,,,1,,,4,,,4,,,4,,,2,,,3,,,3,,,5,,,4,,,,60,,
4,,,3,,,3,,,3,,,3,,,4,,,3,,,2,,,3,,,4,,,4,,,4,,,5,,,4,,,1,,,4,,,4,,,2,,,4,,,,64,,
4,,,2,,,3,,,2,,,3,,,3,,,4,,,3,,,5,,,4,,,4,,,4,,,5,,,4,,,3,,,2,,,3,,,4,,,4,,,,66,,
4,,,2,,,2,,,3,,,3,,,3,,,3,,,-2,,,2,,,-1,,,3,,,0,,,-1,,,3,,,2,,,4,,,4,,,4,,,3,,,,41,,
4,,,2,,,2,,,2,,,3,,,2,,,3,,,2,,,5,,,3,,,1,,,4,,,5,,,4,,,3,,,3,,,4,,,3,,,3,,,,58,,
4,,,2,,,3,,,2,,,3,,,3,,,4,,,-1,,,0,,,0,,,0,,,1,,,3,,,4,,,3,,,4,,,4,,,4,,,2,,,,45,,
4,,,2,,,2,,,1,,,3,,,4,,,3,,,1,,,3,,,1,,,3,,,1,,,0,,,4,,,1,,,4,,,4,,,3,,,3,,,,47,,
4,,,1,,,3,,,3,,,4,,,4,,,4,,,1,,,3,,,3,,,3,,,3,,,4,,,4,,,3,,,3,,,5,,,4,,,1,,,,60,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,2,,,1,,,1,,,-1,,,1,,,3,,,2,,,4,,,5,,,2,,,2,,,,31,,
4,,,2,,,3,,,2,,,3,,,2,,,2,,,1,,,4,,,1,,,4,,,4,,,5,,,4,,,1,,,2,,,4,,,4,,,3,,,,55,,
4,,,0,,,2,,,2,,,4,,,4,,,2,,,3,,,4,,,2,,,4,,,4,,,5,,,2,,,3,,,2,,,4,,,4,,,4,,,,59,,
2,,,1,,,3,,,2,,,2,,,2,,,2,,,1,,,1,,,1,,,1,,,1,,,-1,,,0,,,0,,,0,,,2,,,3,,,0,,,,23,,
4,,,0,,,3,,,2,,,2,,,3,,,3,,,-1,,,4,,,1,,,3,,,4,,,4,,,4,,,2,,,3,,,4,,,5,,,4,,,,54,,
2,,,1,,,2,,,3,,,4,,,2,,,2,,,3,,,2,,,4,,,3,,,3,,,5,,,4,,,3,,,4,,,4,,,4,,,5,,,,60,,
3,,,3,,,3,,,2,,,2,,,4,,,3,,,0,,,3,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,5,,,4,,,5,,,,65,,
4,,,3,,,3,,,3,,,3,,,3,,,3,,,2,,,5,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,4,,,5,,,3,,,,69,,
1,,,1,,,3,,,2,,,3,,,3,,,2,,,2,,,2,,,2,,,1,,,4,,,4,,,4,,,2,,,4,,,5,,,3,,,4,,,,52,,
3,,,2,,,3,,,3,,,3,,,4,,,2,,,-1,,,2,,,2,,,3,,,3,,,1,,,4,,,3,,,4,,,5,,,5,,,2,,,,53,,
2,,,1,,,3,,,1,,,2,,,2,,,2,,,0,,,1,,,1,,,1,,,1,,,1,,,4,,,2,,,3,,,5,,,4,,,3,,,,39,,
4,,,2,,,2,,,2,,,3,,,3,,,4,,,3,,,4,,,3,,,3,,,4,,,4,,,4,,,3,,,4,,,3,,,2,,,3,,,,60,,
4,,,3,,,3,,,2,,,2,,,3,,,3,,,3,,,3,,,3,,,3,,,3,,,3,,,4,,,2,,,4,,,3,,,4,,,4,,,,59,,
4,,,1,,,3,,,3,,,1,,,3,,,5,,,-1,,,3,,,1,,,1,,,1,,,2,,,4,,,3,,,3,,,3,,,4,,,4,,,,48,,
4,,,2,,,3,,,2,,,4,,,4,,,4,,,1,,,2,,,2,,,1,,,3,,,3,,,4,,,3,,,4,,,3,,,5,,,2,,,,56,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,1,,,3,,,4,,,3,,,,31,,
4,,,3,,,3,,,2,,,3,,,3,,,3,,,-3,,,3,,,3,,,4,,,-1,,,4,,,4,,,3,,,4,,,5,,,0,,,4,,,,51,,
3,,,-1,,,1,,,2,,,0,,,3,,,4,,,0,,,2,,,0,,,3,,,1,,,2,,,4,,,2,,,4,,,3,,,4,,,1,,,,38,,
4,,,2,,,3,,,2,,,4,,,4,,,3,,,1,,,5,,,4,,,3,,,4,,,2,,,3,,,3,,,4,,,3,,,4,,,3,,,,61,,
3,,,2,,,3,,,3,,,3,,,4,,,3,,,0,,,0,,,1,,,0,,,1,,,3,,,3,,,3,,,3,,,4,,,5,,,4,,,,48,,
3,,,1,,,4,,,3,,,0,,,4,,,4,,,0,,,1,,,-1,,,2,,,0,,,2,,,4,,,3,,,4,,,3,,,5,,,4,,,,46,,
3,,,2,,,1,,,3,,,0,,,3,,,1,,,1,,,5,,,4,,,5,,,4,,,4,,,4,,,3,,,3,,,3,,,4,,,3,,,,56,,
4,,,2,,,3,,,2,,,3,,,3,,,3,,,2,,,5,,,4,,,3,,,4,,,4,,,4,,,3,,,4,,,4,,,1,,,5,,,,63,,
4,,,0,,,3,,,3,,,3,,,4,,,3,,,-3,,,2,,,0,,,1,,,0,,,3,,,4,,,3,,,4,,,4,,,5,,,4,,,,47,,
4,,,2,,,2,,,2,,,3,,,3,,,2,,,1,,,3,,,1,,,4,,,1,,,2,,,4,,,2,,,4,,,4,,,5,,,4,,,,53,,
4,,,0,,,4,,,4,,,2,,,4,,,2,,,3,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,4,,,3,,,3,,,,65,,
4,,,3,,,3,,,2,,,3,,,3,,,4,,,1,,,-1,,,0,,,2,,,3,,,0,,,3,,,1,,,4,,,5,,,3,,,3,,,,46,,
3,,,0,,,4,,,3,,,1,,,1,,,2,,,0,,,5,,,4,,,3,,,2,,,3,,,3,,,3,,,4,,,5,,,5,,,4,,,,55,,
1,,,1,,,1,,,1,,,1,,,1,,,3,,,-1,,,1,,,1,,,3,,,2,,,1,,,2,,,0,,,2,,,4,,,3,,,0,,,,27,,
4,,,2,,,3,,,2,,,3,,,3,,,4,,,3,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,4,,,5,,,2,,,,67,,
4,,,2,,,3,,,2,,,1,,,3,,,2,,,-1,,,2,,,0,,,1,,,2,,,-1,,,4,,,3,,,4,,,5,,,2,,,4,,,,42,,
4,,,2,,,3,,,2,,,2,,,4,,,2,,,2,,,4,,,2,,,3,,,1,,,3,,,4,,,3,,,3,,,3,,,3,,,3,,,,53,,
3,,,2,,,2,,,2,,,3,,,4,,,3,,,1,,,4,,,4,,,3,,,4,,,3,,,3,,,3,,,3,,,3,,,3,,,1,,,,54,,
3,,,1,,,2,,,3,,,3,,,4,,,2,,,1,,,1,,,3,,,3,,,3,,,0,,,3,,,3,,,4,,,4,,,5,,,2,,,,50,,
3,,,2,,,3,,,1,,,2,,,3,,,2,,,2,,,3,,,4,,,2,,,-1,,,4,,,4,,,3,,,4,,,4,,,3,,,2,,,,50,,
4,,,2,,,3,,,1,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,4,,,4,,,4,,,4,,,,48,,
4,,,0,,,3,,,2,,,3,,,3,,,3,,,1,,,1,,,0,,,3,,,3,,,2,,,3,,,3,,,3,,,4,,,4,,,2,,,,47,,
4,,,1,,,3,,,3,,,4,,,3,,,3,,,1,,,2,,,0,,,3,,,1,,,-1,,,4,,,3,,,3,,,4,,,3,,,1,,,,45,,
4,,,3,,,3,,,2,,,4,,,3,,,3,,,0,,,3,,,0,,,4,,,-1,,,3,,,4,,,3,,,4,,,5,,,5,,,4,,,,56,,
4,,,3,,,3,,,3,,,4,,,5,,,2,,,2,,,5,,,4,,,5,,,4,,,4,,,4,,,3,,,4,,,3,,,5,,,4,,,,71,,
3,,,1,,,2,,,2,,,2,,,3,,,2,,,3,,,5,,,3,,,3,,,4,,,2,,,4,,,3,,,4,,,4,,,3,,,4,,,,57,,
4,,,3,,,4,,,4,,,4,,,5,,,3,,,2,,,3,,,4,,,3,,,4,,,5,,,4,,,3,,,3,,,4,,,2,,,2,,,,66,,
3,,,1,,,3,,,1,,,4,,,2,,,2,,,-2,,,2,,,1,,,1,,,1,,,2,,,3,,,3,,,2,,,4,,,5,,,3,,,,41,,
4,,,-1,,,3,,,4,,,1,,,2,,,3,,,0,,,0,,,-2,,,3,,,2,,,1,,,4,,,2,,,3,,,5,,,4,,,3,,,,41,,
2,,,2,,,2,,,2,,,2,,,2,,,2,,,3,,,4,,,4,,,4,,,2,,,3,,,2,,,3,,,3,,,3,,,3,,,3,,,,51,,
4,,,3,,,4,,,4,,,3,,,5,,,2,,,2,,,5,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,4,,,4,,,4,,,,72,,
4,,,3,,,2,,,3,,,4,,,4,,,4,,,2,,,3,,,3,,,2,,,1,,,4,,,4,,,1,,,4,,,5,,,3,,,3,,,,59,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,1,,,1,,,1,,,1,,,-1,,,4,,,2,,,4,,,3,,,2,,,3,,,,30,,
4,,,3,,,3,,,3,,,4,,,4,,,4,,,-1,,,2,,,1,,,3,,,1,,,2,,,4,,,3,,,4,,,4,,,5,,,2,,,,55,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,0,,,0,,,1,,,2,,,1,,,,19,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,-1,,,-1,,,3,,,2,,,4,,,2,,,3,,,3,,,,24,,
3,,,3,,,3,,,1,,,2,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,4,,,4,,,5,,,5,,,,49,,
4,,,2,,,3,,,3,,,3,,,4,,,3,,,2,,,3,,,4,,,5,,,3,,,5,,,4,,,3,,,4,,,5,,,4,,,4,,,,68,,
4,,,2,,,3,,,3,,,3,,,3,,,3,,,2,,,2,,,1,,,1,,,1,,,2,,,4,,,2,,,4,,,3,,,5,,,5,,,,53,,
3,,,3,,,3,,,1,,,3,,,3,,,3,,,3,,,4,,,4,,,5,,,4,,,2,,,4,,,2,,,0,,,3,,,3,,,4,,,,57,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,3,,,0,,,3,,,1,,,1,,,4,,,0,,,4,,,3,,,2,,,1,,,,30,,
4,,,2,,,3,,,2,,,3,,,4,,,4,,,2,,,3,,,3,,,3,,,4,,,5,,,4,,,3,,,4,,,4,,,3,,,2,,,,62,,
3,,,3,,,2,,,3,,,2,,,3,,,2,,,1,,,2,,,3,,,4,,,3,,,5,,,4,,,3,,,4,,,4,,,3,,,2,,,,56,,
3,,,1,,,3,,,2,,,4,,,4,,,5,,,0,,,0,,,1,,,2,,,1,,,1,,,2,,,2,,,4,,,5,,,4,,,3,,,,47,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-2,,,5,,,2,,,2,,,-1,,,3,,,4,,,3,,,4,,,4,,,4,,,2,,,,37,,
4,,,3,,,3,,,1,,,2,,,2,,,3,,,3,,,4,,,4,,,3,,,4,,,5,,,4,,,3,,,3,,,5,,,3,,,3,,,,62,,
4,,,2,,,3,,,4,,,4,,,4,,,5,,,2,,,3,,,4,,,2,,,4,,,2,,,4,,,3,,,3,,,4,,,3,,,1,,,,61,,
4,,,0,,,4,,,0,,,1,,,3,,,2,,,-1,,,2,,,4,,,4,,,0,,,1,,,4,,,2,,,4,,,3,,,4,,,2,,,,43,,
4,,,3,,,3,,,4,,,4,,,4,,,4,,,3,,,5,,,3,,,5,,,4,,,4,,,4,,,2,,,3,,,5,,,4,,,2,,,,70,,
2,,,1,,,3,,,1,,,2,,,1,,,2,,,-1,,,1,,,-1,,,1,,,1,,,-1,,,4,,,2,,,4,,,3,,,3,,,2,,,,30,,
1,,,2,,,2,,,1,,,1,,,0,,,0,,,1,,,2,,,-1,,,1,,,1,,,-1,,,4,,,3,,,4,,,4,,,5,,,5,,,,35,,
1,,,1,,,1,,,1,,,-1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,3,,,3,,,4,,,2,,,3,,,3,,,,27,,
4,,,3,,,3,,,4,,,3,,,5,,,2,,,1,,,5,,,2,,,3,,,3,,,3,,,4,,,3,,,4,,,5,,,4,,,5,,,,66,,
4,,,3,,,2,,,3,,,3,,,3,,,2,,,3,,,5,,,4,,,4,,,4,,,4,,,4,,,3,,,4,,,4,,,4,,,3,,,,66,,
4,,,0,,,3,,,1,,,3,,,5,,,2,,,3,,,5,,,4,,,5,,,4,,,4,,,4,,,3,,,4,,,4,,,5,,,5,,,,68,,
4,,,0,,,2,,,1,,,1,,,3,,,3,,,3,,,4,,,3,,,3,,,3,,,4,,,4,,,3,,,4,,,4,,,5,,,5,,,,59,,
4,,,2,,,4,,,3,,,3,,,4,,,3,,,3,,,4,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,4,,,5,,,4,,,,70,,
4,,,0,,,3,,,1,,,0,,,3,,,2,,,0,,,3,,,1,,,3,,,0,,,-1,,,4,,,3,,,4,,,5,,,5,,,4,,,,44,,
3,,,0,,,3,,,2,,,3,,,3,,,3,,,-1,,,2,,,1,,,0,,,2,,,4,,,4,,,3,,,4,,,5,,,5,,,5,,,,51,,
4,,,0,,,3,,,2,,,1,,,4,,,3,,,0,,,1,,,2,,,4,,,2,,,-1,,,3,,,1,,,4,,,5,,,5,,,4,,,,47,,
4,,,1,,,3,,,2,,,2,,,3,,,3,,,3,,,4,,,4,,,2,,,4,,,4,,,4,,,3,,,3,,,3,,,4,,,3,,,,59,,
4,,,3,,,3,,,3,,,3,,,3,,,2,,,2,,,1,,,2,,,2,,,1,,,2,,,4,,,3,,,4,,,5,,,2,,,4,,,,53,,
4,,,-1,,,3,,,3,,,3,,,3,,,1,,,0,,,4,,,4,,,2,,,4,,,4,,,4,,,3,,,3,,,4,,,5,,,5,,,,58,,
4,,,1,,,3,,,2,,,-1,,,2,,,2,,,0,,,5,,,4,,,4,,,-3,,,0,,,4,,,3,,,4,,,5,,,3,,,5,,,,47,,
4,,,1,,,3,,,2,,,3,,,4,,,3,,,1,,,4,,,4,,,3,,,2,,,4,,,4,,,2,,,4,,,4,,,5,,,4,,,,61,,
-1,,,2,,,1,,,2,,,2,,,3,,,3,,,1,,,1,,,1,,,2,,,-1,,,3,,,4,,,2,,,4,,,1,,,3,,,4,,,,37,,
4,,,2,,,3,,,2,,,2,,,5,,,4,,,-1,,,3,,,1,,,3,,,1,,,3,,,1,,,2,,,1,,,3,,,4,,,1,,,,44,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,4,,,3,,,4,,,5,,,3,,,5,,,,35,,
4,,,2,,,2,,,1,,,2,,,2,,,4,,,0,,,2,,,2,,,3,,,4,,,5,,,4,,,3,,,4,,,5,,,3,,,2,,,,54,,
3,,,2,,,2,,,2,,,1,,,3,,,2,,,2,,,2,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,4,,,3,,,2,,,,55,,
4,,,3,,,4,,,3,,,4,,,4,,,4,,,2,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,5,,,5,,,3,,,,75,,
3,,,2,,,3,,,2,,,3,,,3,,,2,,,1,,,-1,,,1,,,1,,,-1,,,1,,,3,,,3,,,4,,,5,,,5,,,3,,,,43,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,,,-1,,,1,,,1,,,0,,,-1,,,3,,,1,,,2,,,4,,,5,,,2,,,,24,,
4,,,2,,,2,,,3,,,3,,,4,,,4,,,3,,,3,,,4,,,4,,,4,,,5,,,4,,,2,,,4,,,3,,,3,,,3,,,,64,,
3,,,2,,,3,,,2,,,3,,,3,,,2,,,-1,,,4,,,4,,,3,,,3,,,5,,,4,,,3,,,4,,,5,,,5,,,4,,,,61,,
3,,,2,,,3,,,1,,,1,,,3,,,1,,,-1,,,1,,,1,,,4,,,1,,,3,,,3,,,3,,,4,,,3,,,1,,,3,,,,40,,
4,,,3,,,0,,,0,,,0,,,0,,,0,,,3,,,2,,,1,,,3,,,4,,,2,,,4,,,2,,,3,,,3,,,4,,,4,,,,42,,
3,,,2,,,3,,,2,,,2,,,3,,,2,,,0,,,3,,,3,,,3,,,1,,,3,,,3,,,3,,,4,,,4,,,4,,,3,,,,51,,
2,,,2,,,3,,,2,,,0,,,3,,,3,,,-1,,,2,,,1,,,1,,,1,,,2,,,4,,,3,,,4,,,5,,,3,,,2,,,,42,,
3,,,1,,,2,,,1,,,2,,,3,,,3,,,-1,,,3,,,-1,,,3,,,1,,,4,,,4,,,-1,,,4,,,4,,,3,,,3,,,,41,,
2,,,1,,,3,,,2,,,1,,,3,,,1,,,3,,,4,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,5,,,4,,,5,,,,61,,
4,,,2,,,3,,,3,,,3,,,3,,,4,,,2,,,5,,,1,,,3,,,4,,,4,,,4,,,3,,,3,,,4,,,4,,,4,,,,63,,
2,,,1,,,1,,,2,,,-2,,,3,,,2,,,-2,,,2,,,0,,,1,,,1,,,4,,,2,,,2,,,4,,,4,,,3,,,3,,,,33,,
4,,,2,,,3,,,3,,,3,,,3,,,3,,,2,,,3,,,4,,,3,,,1,,,4,,,4,,,3,,,4,,,4,,,2,,,4,,,,59,,
3,,,3,,,3,,,4,,,2,,,3,,,5,,,0,,,3,,,2,,,3,,,3,,,3,,,4,,,2,,,4,,,4,,,2,,,4,,,,57,,
3,,,1,,,2,,,3,,,2,,,2,,,3,,,3,,,4,,,3,,,5,,,4,,,4,,,4,,,3,,,4,,,5,,,5,,,5,,,,65,,
4,,,3,,,3,,,3,,,1,,,2,,,3,,,-4,,,2,,,1,,,0,,,2,,,0,,,4,,,3,,,3,,,3,,,4,,,-1,,,,36,,
4,,,1,,,3,,,1,,,3,,,2,,,3,,,2,,,5,,,3,,,2,,,4,,,3,,,4,,,2,,,3,,,4,,,5,,,3,,,,57,,
4,,,1,,,2,,,2,,,3,,,3,,,2,,,0,,,3,,,1,,,4,,,1,,,5,,,4,,,3,,,3,,,4,,,5,,,5,,,,55,,
4,,,2,,,3,,,2,,,3,,,3,,,4,,,1,,,1,,,0,,,1,,,1,,,1,,,4,,,3,,,2,,,1,,,4,,,1,,,,41,,
4,,,2,,,4,,,3,,,2,,,2,,,3,,,3,,,4,,,4,,,4,,,4,,,5,,,4,,,2,,,3,,,5,,,3,,,2,,,,63,,
3,,,2,,,2,,,2,,,2,,,3,,,3,,,0,,,1,,,0,,,4,,,1,,,3,,,4,,,3,,,4,,,5,,,3,,,3,,,,48,,
3,,,1,,,3,,,1,,,1,,,3,,,3,,,0,,,3,,,2,,,-1,,,1,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,,48,,
4,,,2,,,2,,,2,,,2,,,3,,,2,,,3,,,2,,,2,,,2,,,4,,,5,,,4,,,3,,,3,,,3,,,3,,,2,,,,53,,
4,,,2,,,2,,,4,,,4,,,4,,,4,,,0,,,1,,,2,,,2,,,2,,,1,,,4,,,3,,,4,,,3,,,4,,,3,,,,53,,
4,,,1,,,3,,,2,,,2,,,3,,,3,,,3,,,3,,,4,,,3,,,3,,,4,,,2,,,1,,,4,,,4,,,3,,,2,,,,54,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,3,,,1,,,4,,,3,,,5,,,1,,,,30,,
4,,,1,,,3,,,3,,,4,,,3,,,3,,,-1,,,5,,,3,,,3,,,4,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,,63,,
3,,,1,,,3,,,2,,,3,,,3,,,2,,,3,,,3,,,3,,,4,,,4,,,5,,,3,,,0,,,4,,,5,,,2,,,-1,,,,52,,
4,,,1,,,3,,,3,,,3,,,2,,,4,,,0,,,1,,,-1,,,-1,,,-1,,,1,,,4,,,3,,,3,,,5,,,4,,,2,,,,40,,
4,,,2,,,3,,,2,,,3,,,3,,,3,,,3,,,4,,,3,,,1,,,2,,,2,,,4,,,3,,,4,,,3,,,3,,,3,,,,55,,
3,,,1,,,3,,,2,,,2,,,2,,,2,,,-2,,,5,,,4,,,3,,,4,,,5,,,4,,,2,,,3,,,5,,,2,,,3,,,,53,,
3,,,2,,,3,,,2,,,3,,,3,,,2,,,2,,,4,,,4,,,4,,,3,,,3,,,4,,,2,,,4,,,5,,,5,,,5,,,,63,,
4,,,1,,,3,,,2,,,3,,,3,,,2,,,3,,,4,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,4,,,5,,,5,,,,67,,
4,,,1,,,2,,,1,,,3,,,3,,,2,,,0,,,5,,,4,,,2,,,3,,,5,,,4,,,3,,,4,,,4,,,5,,,5,,,,60,,
4,,,3,,,4,,,3,,,3,,,5,,,4,,,1,,,3,,,4,,,3,,,4,,,5,,,4,,,2,,,3,,,3,,,1,,,1,,,,60,,
4,,,1,,,3,,,3,,,3,,,3,,,3,,,3,,,5,,,4,,,3,,,3,,,4,,,4,,,2,,,4,,,4,,,4,,,2,,,,62,,
2,,,1,,,1,,,2,,,1,,,1,,,2,,,-1,,,1,,,2,,,2,,,2,,,2,,,3,,,1,,,4,,,3,,,4,,,1,,,,34,,
4,,,-2,,,4,,,1,,,1,,,3,,,3,,,0,,,2,,,3,,,3,,,2,,,1,,,4,,,3,,,3,,,5,,,3,,,1,,,,44,,
1,,,0,,,3,,,3,,,1,,,1,,,1,,,-4,,,-1,,,-1,,,1,,,1,,,1,,,3,,,3,,,3,,,4,,,5,,,3,,,,28,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,3,,,3,,,3,,,4,,,,33,,
4,,,1,,,2,,,2,,,2,,,4,,,4,,,2,,,5,,,4,,,1,,,4,,,5,,,3,,,2,,,4,,,3,,,4,,,3,,,,59,,
3,,,1,,,2,,,3,,,2,,,3,,,2,,,3,,,5,,,4,,,5,,,3,,,4,,,4,,,3,,,4,,,5,,,5,,,4,,,,65,,
4,,,1,,,4,,,2,,,3,,,3,,,3,,,0,,,5,,,3,,,3,,,0,,,3,,,4,,,3,,,4,,,5,,,4,,,5,,,,59,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,-1,,,-1,,,4,,,3,,,4,,,4,,,3,,,3,,,,28,,
4,,,2,,,3,,,2,,,3,,,4,,,3,,,2,,,4,,,4,,,3,,,4,,,3,,,4,,,3,,,4,,,5,,,4,,,2,,,,63,,
4,,,2,,,4,,,2,,,4,,,4,,,5,,,3,,,4,,,4,,,2,,,3,,,5,,,4,,,3,,,4,,,4,,,4,,,1,,,,66,,
1,,,1,,,2,,,1,,,2,,,1,,,2,,,-1,,,0,,,0,,,2,,,0,,,1,,,3,,,2,,,4,,,2,,,2,,,1,,,,26,,
4,,,1,,,3,,,1,,,2,,,3,,,2,,,-1,,,1,,,0,,,3,,,2,,,-1,,,4,,,3,,,4,,,3,,,2,,,2,,,,38,,
4,,,0,,,4,,,0,,,2,,,1,,,1,,,-1,,,3,,,4,,,2,,,3,,,4,,,3,,,1,,,4,,,4,,,4,,,0,,,,43,,
4,,,2,,,2,,,2,,,3,,,3,,,3,,,-3,,,-1,,,1,,,4,,,1,,,-1,,,3,,,2,,,4,,,3,,,5,,,4,,,,41,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,3,,,5,,,4,,,4,,,4,,,4,,,4,,,3,,,4,,,4,,,4,,,3,,,,53,,
1,,,1,,,1,,,1,,,0,,,1,,,1,,,-1,,,1,,,-1,,,1,,,-1,,,1,,,3,,,2,,,3,,,3,,,2,,,1,,,,20,,
4,,,3,,,1,,,3,,,0,,,2,,,1,,,0,,,4,,,1,,,1,,,0,,,3,,,4,,,3,,,3,,,5,,,4,,,5,,,,47,,
3,,,2,,,2,,,2,,,2,,,3,,,3,,,0,,,1,,,-1,,,2,,,1,,,0,,,2,,,3,,,3,,,5,,,3,,,3,,,,39,,
0,,,1,,,2,,,2,,,1,,,2,,,2,,,1,,,3,,,3,,,1,,,1,,,0,,,4,,,3,,,4,,,5,,,5,,,2,,,,42,,
4,,,3,,,2,,,3,,,3,,,3,,,2,,,3,,,4,,,1,,,3,,,4,,,4,,,4,,,3,,,4,,,4,,,4,,,4,,,,62,,
2,,,0,,,2,,,1,,,-1,,,2,,,2,,,2,,,2,,,4,,,3,,,1,,,1,,,4,,,3,,,4,,,5,,,5,,,5,,,,47,,
2,,,1,,,1,,,-1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,-1,,,4,,,1,,,3,,,4,,,1,,,1,,,,22,,
4,,,2,,,3,,,2,,,3,,,4,,,4,,,-1,,,3,,,0,,,3,,,1,,,1,,,3,,,2,,,1,,,4,,,5,,,3,,,,47,,
3,,,1,,,2,,,2,,,3,,,3,,,2,,,3,,,3,,,4,,,4,,,4,,,5,,,4,,,1,,,4,,,4,,,4,,,3,,,,59,,
4,,,1,,,3,,,2,,,3,,,2,,,4,,,-1,,,0,,,1,,,1,,,2,,,2,,,4,,,3,,,3,,,4,,,5,,,2,,,,45,,
3,,,3,,,3,,,3,,,3,,,3,,,2,,,2,,,2,,,3,,,3,,,2,,,4,,,4,,,3,,,4,,,3,,,4,,,3,,,,57,,
4,,,3,,,3,,,2,,,2,,,4,,,3,,,3,,,3,,,4,,,3,,,4,,,4,,,4,,,3,,,4,,,3,,,4,,,4,,,,64,,
3,,,2,,,2,,,3,,,4,,,3,,,2,,,1,,,3,,,1,,,0,,,2,,,3,,,4,,,2,,,4,,,4,,,4,,,2,,,,49,,
4,,,1,,,2,,,2,,,4,,,3,,,4,,,3,,,5,,,4,,,4,,,3,,,4,,,4,,,3,,,4,,,4,,,4,,,3,,,,65,,
4,,,1,,,3,,,2,,,1,,,3,,,2,,,0,,,1,,,3,,,2,,,3,,,0,,,4,,,1,,,4,,,4,,,5,,,4,,,,47,,
4,,,2,,,3,,,2,,,3,,,3,,,2,,,3,,,5,,,2,,,3,,,4,,,5,,,4,,,1,,,4,,,4,,,3,,,4,,,,61,,
